codepoint,values,subnormal
0x1e2fe,0x1.8p+14527, 
0x1e2ff,0x1.cp+14527, 
0x1e300,0x1p+14528, 
0x1e301,0x1.4p+14528, 
0x1e302,0x1.8p+14528, 
0x1e303,0x1.cp+14528, 
0x1e304,0x1p+14529, 
0x1e305,0x1.4p+14529, 
0x1e306,0x1.8p+14529, 
0x1e307,0x1.cp+14529, 
0x1e308,0x1p+14530, 
0x1e309,0x1.4p+14530, 
0x1e30a,0x1.8p+14530, 
0x1e30b,0x1.cp+14530, 
0x1e30c,0x1p+14531, 
0x1e30d,0x1.4p+14531, 
0x1e30e,0x1.8p+14531, 
0x1e30f,0x1.cp+14531, 
0x1e310,0x1p+14532, 
0x1e311,0x1.4p+14532, 
0x1e312,0x1.8p+14532, 
0x1e313,0x1.cp+14532, 
0x1e314,0x1p+14533, 
0x1e315,0x1.4p+14533, 
0x1e316,0x1.8p+14533, 
0x1e317,0x1.cp+14533, 
0x1e318,0x1p+14534, 
0x1e319,0x1.4p+14534, 
0x1e31a,0x1.8p+14534, 
0x1e31b,0x1.cp+14534, 
0x1e31c,0x1p+14535, 
0x1e31d,0x1.4p+14535, 
0x1e31e,0x1.8p+14535, 
0x1e31f,0x1.cp+14535, 
0x1e320,0x1p+14536, 
0x1e321,0x1.4p+14536, 
0x1e322,0x1.8p+14536, 
0x1e323,0x1.cp+14536, 
0x1e324,0x1p+14537, 
0x1e325,0x1.4p+14537, 
0x1e326,0x1.8p+14537, 
0x1e327,0x1.cp+14537, 
0x1e328,0x1p+14538, 
0x1e329,0x1.4p+14538, 
0x1e32a,0x1.8p+14538, 
0x1e32b,0x1.cp+14538, 
0x1e32c,0x1p+14539, 
0x1e32d,0x1.4p+14539, 
0x1e32e,0x1.8p+14539, 
0x1e32f,0x1.cp+14539, 
0x1e330,0x1p+14540, 
0x1e331,0x1.4p+14540, 
0x1e332,0x1.8p+14540, 
0x1e333,0x1.cp+14540, 
0x1e334,0x1p+14541, 
0x1e335,0x1.4p+14541, 
0x1e336,0x1.8p+14541, 
0x1e337,0x1.cp+14541, 
0x1e338,0x1p+14542, 
0x1e339,0x1.4p+14542, 
0x1e33a,0x1.8p+14542, 
0x1e33b,0x1.cp+14542, 
0x1e33c,0x1p+14543, 
0x1e33d,0x1.4p+14543, 
0x1e33e,0x1.8p+14543, 
0x1e33f,0x1.cp+14543, 
0x1e340,0x1p+14544, 
0x1e341,0x1.4p+14544, 
0x1e342,0x1.8p+14544, 
0x1e343,0x1.cp+14544, 
0x1e344,0x1p+14545, 
0x1e345,0x1.4p+14545, 
0x1e346,0x1.8p+14545, 
0x1e347,0x1.cp+14545, 
0x1e348,0x1p+14546, 
0x1e349,0x1.4p+14546, 
0x1e34a,0x1.8p+14546, 
0x1e34b,0x1.cp+14546, 
0x1e34c,0x1p+14547, 
0x1e34d,0x1.4p+14547, 
0x1e34e,0x1.8p+14547, 
0x1e34f,0x1.cp+14547, 
0x1e350,0x1p+14548, 
0x1e351,0x1.4p+14548, 
0x1e352,0x1.8p+14548, 
0x1e353,0x1.cp+14548, 
0x1e354,0x1p+14549, 
0x1e355,0x1.4p+14549, 
0x1e356,0x1.8p+14549, 
0x1e357,0x1.cp+14549, 
0x1e358,0x1p+14550, 
0x1e359,0x1.4p+14550, 
0x1e35a,0x1.8p+14550, 
0x1e35b,0x1.cp+14550, 
0x1e35c,0x1p+14551, 
0x1e35d,0x1.4p+14551, 
0x1e35e,0x1.8p+14551, 
0x1e35f,0x1.cp+14551, 
0x1e360,0x1p+14552, 
0x1e361,0x1.4p+14552, 
0x1e362,0x1.8p+14552, 
0x1e363,0x1.cp+14552, 
0x1e364,0x1p+14553, 
0x1e365,0x1.4p+14553, 
0x1e366,0x1.8p+14553, 
0x1e367,0x1.cp+14553, 
0x1e368,0x1p+14554, 
0x1e369,0x1.4p+14554, 
0x1e36a,0x1.8p+14554, 
0x1e36b,0x1.cp+14554, 
0x1e36c,0x1p+14555, 
0x1e36d,0x1.4p+14555, 
0x1e36e,0x1.8p+14555, 
0x1e36f,0x1.cp+14555, 
0x1e370,0x1p+14556, 
0x1e371,0x1.4p+14556, 
0x1e372,0x1.8p+14556, 
0x1e373,0x1.cp+14556, 
0x1e374,0x1p+14557, 
0x1e375,0x1.4p+14557, 
0x1e376,0x1.8p+14557, 
0x1e377,0x1.cp+14557, 
0x1e378,0x1p+14558, 
0x1e379,0x1.4p+14558, 
0x1e37a,0x1.8p+14558, 
0x1e37b,0x1.cp+14558, 
0x1e37c,0x1p+14559, 
0x1e37d,0x1.4p+14559, 
0x1e37e,0x1.8p+14559, 
0x1e37f,0x1.cp+14559, 
0x1e380,0x1p+14560, 
0x1e381,0x1.4p+14560, 
0x1e382,0x1.8p+14560, 
0x1e383,0x1.cp+14560, 
0x1e384,0x1p+14561, 
0x1e385,0x1.4p+14561, 
0x1e386,0x1.8p+14561, 
0x1e387,0x1.cp+14561, 
0x1e388,0x1p+14562, 
0x1e389,0x1.4p+14562, 
0x1e38a,0x1.8p+14562, 
0x1e38b,0x1.cp+14562, 
0x1e38c,0x1p+14563, 
0x1e38d,0x1.4p+14563, 
0x1e38e,0x1.8p+14563, 
0x1e38f,0x1.cp+14563, 
0x1e390,0x1p+14564, 
0x1e391,0x1.4p+14564, 
0x1e392,0x1.8p+14564, 
0x1e393,0x1.cp+14564, 
0x1e394,0x1p+14565, 
0x1e395,0x1.4p+14565, 
0x1e396,0x1.8p+14565, 
0x1e397,0x1.cp+14565, 
0x1e398,0x1p+14566, 
0x1e399,0x1.4p+14566, 
0x1e39a,0x1.8p+14566, 
0x1e39b,0x1.cp+14566, 
0x1e39c,0x1p+14567, 
0x1e39d,0x1.4p+14567, 
0x1e39e,0x1.8p+14567, 
0x1e39f,0x1.cp+14567, 
0x1e3a0,0x1p+14568, 
0x1e3a1,0x1.4p+14568, 
0x1e3a2,0x1.8p+14568, 
0x1e3a3,0x1.cp+14568, 
0x1e3a4,0x1p+14569, 
0x1e3a5,0x1.4p+14569, 
0x1e3a6,0x1.8p+14569, 
0x1e3a7,0x1.cp+14569, 
0x1e3a8,0x1p+14570, 
0x1e3a9,0x1.4p+14570, 
0x1e3aa,0x1.8p+14570, 
0x1e3ab,0x1.cp+14570, 
0x1e3ac,0x1p+14571, 
0x1e3ad,0x1.4p+14571, 
0x1e3ae,0x1.8p+14571, 
0x1e3af,0x1.cp+14571, 
0x1e3b0,0x1p+14572, 
0x1e3b1,0x1.4p+14572, 
0x1e3b2,0x1.8p+14572, 
0x1e3b3,0x1.cp+14572, 
0x1e3b4,0x1p+14573, 
0x1e3b5,0x1.4p+14573, 
0x1e3b6,0x1.8p+14573, 
0x1e3b7,0x1.cp+14573, 
0x1e3b8,0x1p+14574, 
0x1e3b9,0x1.4p+14574, 
0x1e3ba,0x1.8p+14574, 
0x1e3bb,0x1.cp+14574, 
0x1e3bc,0x1p+14575, 
0x1e3bd,0x1.4p+14575, 
0x1e3be,0x1.8p+14575, 
0x1e3bf,0x1.cp+14575, 
0x1e3c0,0x1p+14576, 
0x1e3c1,0x1.4p+14576, 
0x1e3c2,0x1.8p+14576, 
0x1e3c3,0x1.cp+14576, 
0x1e3c4,0x1p+14577, 
0x1e3c5,0x1.4p+14577, 
0x1e3c6,0x1.8p+14577, 
0x1e3c7,0x1.cp+14577, 
0x1e3c8,0x1p+14578, 
0x1e3c9,0x1.4p+14578, 
0x1e3ca,0x1.8p+14578, 
0x1e3cb,0x1.cp+14578, 
0x1e3cc,0x1p+14579, 
0x1e3cd,0x1.4p+14579, 
0x1e3ce,0x1.8p+14579, 
0x1e3cf,0x1.cp+14579, 
0x1e3d0,0x1p+14580, 
0x1e3d1,0x1.4p+14580, 
0x1e3d2,0x1.8p+14580, 
0x1e3d3,0x1.cp+14580, 
0x1e3d4,0x1p+14581, 
0x1e3d5,0x1.4p+14581, 
0x1e3d6,0x1.8p+14581, 
0x1e3d7,0x1.cp+14581, 
0x1e3d8,0x1p+14582, 
0x1e3d9,0x1.4p+14582, 
0x1e3da,0x1.8p+14582, 
0x1e3db,0x1.cp+14582, 
0x1e3dc,0x1p+14583, 
0x1e3dd,0x1.4p+14583, 
0x1e3de,0x1.8p+14583, 
0x1e3df,0x1.cp+14583, 
0x1e3e0,0x1p+14584, 
0x1e3e1,0x1.4p+14584, 
0x1e3e2,0x1.8p+14584, 
0x1e3e3,0x1.cp+14584, 
0x1e3e4,0x1p+14585, 
0x1e3e5,0x1.4p+14585, 
0x1e3e6,0x1.8p+14585, 
0x1e3e7,0x1.cp+14585, 
0x1e3e8,0x1p+14586, 
0x1e3e9,0x1.4p+14586, 
0x1e3ea,0x1.8p+14586, 
0x1e3eb,0x1.cp+14586, 
0x1e3ec,0x1p+14587, 
0x1e3ed,0x1.4p+14587, 
0x1e3ee,0x1.8p+14587, 
0x1e3ef,0x1.cp+14587, 
0x1e3f0,0x1p+14588, 
0x1e3f1,0x1.4p+14588, 
0x1e3f2,0x1.8p+14588, 
0x1e3f3,0x1.cp+14588, 
0x1e3f4,0x1p+14589, 
0x1e3f5,0x1.4p+14589, 
0x1e3f6,0x1.8p+14589, 
0x1e3f7,0x1.cp+14589, 
0x1e3f8,0x1p+14590, 
0x1e3f9,0x1.4p+14590, 
0x1e3fa,0x1.8p+14590, 
0x1e3fb,0x1.cp+14590, 
0x1e3fc,0x1p+14591, 
0x1e3fd,0x1.4p+14591, 
0x1e3fe,0x1.8p+14591, 
0x1e3ff,0x1.cp+14591, 
0x1e400,0x1p+14592, 
0x1e401,0x1.4p+14592, 
0x1e402,0x1.8p+14592, 
0x1e403,0x1.cp+14592, 
0x1e404,0x1p+14593, 
0x1e405,0x1.4p+14593, 
0x1e406,0x1.8p+14593, 
0x1e407,0x1.cp+14593, 
0x1e408,0x1p+14594, 
0x1e409,0x1.4p+14594, 
0x1e40a,0x1.8p+14594, 
0x1e40b,0x1.cp+14594, 
0x1e40c,0x1p+14595, 
0x1e40d,0x1.4p+14595, 
0x1e40e,0x1.8p+14595, 
0x1e40f,0x1.cp+14595, 
0x1e410,0x1p+14596, 
0x1e411,0x1.4p+14596, 
0x1e412,0x1.8p+14596, 
0x1e413,0x1.cp+14596, 
0x1e414,0x1p+14597, 
0x1e415,0x1.4p+14597, 
0x1e416,0x1.8p+14597, 
0x1e417,0x1.cp+14597, 
0x1e418,0x1p+14598, 
0x1e419,0x1.4p+14598, 
0x1e41a,0x1.8p+14598, 
0x1e41b,0x1.cp+14598, 
0x1e41c,0x1p+14599, 
0x1e41d,0x1.4p+14599, 
0x1e41e,0x1.8p+14599, 
0x1e41f,0x1.cp+14599, 
0x1e420,0x1p+14600, 
0x1e421,0x1.4p+14600, 
0x1e422,0x1.8p+14600, 
0x1e423,0x1.cp+14600, 
0x1e424,0x1p+14601, 
0x1e425,0x1.4p+14601, 
0x1e426,0x1.8p+14601, 
0x1e427,0x1.cp+14601, 
0x1e428,0x1p+14602, 
0x1e429,0x1.4p+14602, 
0x1e42a,0x1.8p+14602, 
0x1e42b,0x1.cp+14602, 
0x1e42c,0x1p+14603, 
0x1e42d,0x1.4p+14603, 
0x1e42e,0x1.8p+14603, 
0x1e42f,0x1.cp+14603, 
0x1e430,0x1p+14604, 
0x1e431,0x1.4p+14604, 
0x1e432,0x1.8p+14604, 
0x1e433,0x1.cp+14604, 
0x1e434,0x1p+14605, 
0x1e435,0x1.4p+14605, 
0x1e436,0x1.8p+14605, 
0x1e437,0x1.cp+14605, 
0x1e438,0x1p+14606, 
0x1e439,0x1.4p+14606, 
0x1e43a,0x1.8p+14606, 
0x1e43b,0x1.cp+14606, 
0x1e43c,0x1p+14607, 
0x1e43d,0x1.4p+14607, 
0x1e43e,0x1.8p+14607, 
0x1e43f,0x1.cp+14607, 
0x1e440,0x1p+14608, 
0x1e441,0x1.4p+14608, 
0x1e442,0x1.8p+14608, 
0x1e443,0x1.cp+14608, 
0x1e444,0x1p+14609, 
0x1e445,0x1.4p+14609, 
0x1e446,0x1.8p+14609, 
0x1e447,0x1.cp+14609, 
0x1e448,0x1p+14610, 
0x1e449,0x1.4p+14610, 
0x1e44a,0x1.8p+14610, 
0x1e44b,0x1.cp+14610, 
0x1e44c,0x1p+14611, 
0x1e44d,0x1.4p+14611, 
0x1e44e,0x1.8p+14611, 
0x1e44f,0x1.cp+14611, 
0x1e450,0x1p+14612, 
0x1e451,0x1.4p+14612, 
0x1e452,0x1.8p+14612, 
0x1e453,0x1.cp+14612, 
0x1e454,0x1p+14613, 
0x1e455,0x1.4p+14613, 
0x1e456,0x1.8p+14613, 
0x1e457,0x1.cp+14613, 
0x1e458,0x1p+14614, 
0x1e459,0x1.4p+14614, 
0x1e45a,0x1.8p+14614, 
0x1e45b,0x1.cp+14614, 
0x1e45c,0x1p+14615, 
0x1e45d,0x1.4p+14615, 
0x1e45e,0x1.8p+14615, 
0x1e45f,0x1.cp+14615, 
0x1e460,0x1p+14616, 
0x1e461,0x1.4p+14616, 
0x1e462,0x1.8p+14616, 
0x1e463,0x1.cp+14616, 
0x1e464,0x1p+14617, 
0x1e465,0x1.4p+14617, 
0x1e466,0x1.8p+14617, 
0x1e467,0x1.cp+14617, 
0x1e468,0x1p+14618, 
0x1e469,0x1.4p+14618, 
0x1e46a,0x1.8p+14618, 
0x1e46b,0x1.cp+14618, 
0x1e46c,0x1p+14619, 
0x1e46d,0x1.4p+14619, 
0x1e46e,0x1.8p+14619, 
0x1e46f,0x1.cp+14619, 
0x1e470,0x1p+14620, 
0x1e471,0x1.4p+14620, 
0x1e472,0x1.8p+14620, 
0x1e473,0x1.cp+14620, 
0x1e474,0x1p+14621, 
0x1e475,0x1.4p+14621, 
0x1e476,0x1.8p+14621, 
0x1e477,0x1.cp+14621, 
0x1e478,0x1p+14622, 
0x1e479,0x1.4p+14622, 
0x1e47a,0x1.8p+14622, 
0x1e47b,0x1.cp+14622, 
0x1e47c,0x1p+14623, 
0x1e47d,0x1.4p+14623, 
0x1e47e,0x1.8p+14623, 
0x1e47f,0x1.cp+14623, 
0x1e480,0x1p+14624, 
0x1e481,0x1.4p+14624, 
0x1e482,0x1.8p+14624, 
0x1e483,0x1.cp+14624, 
0x1e484,0x1p+14625, 
0x1e485,0x1.4p+14625, 
0x1e486,0x1.8p+14625, 
0x1e487,0x1.cp+14625, 
0x1e488,0x1p+14626, 
0x1e489,0x1.4p+14626, 
0x1e48a,0x1.8p+14626, 
0x1e48b,0x1.cp+14626, 
0x1e48c,0x1p+14627, 
0x1e48d,0x1.4p+14627, 
0x1e48e,0x1.8p+14627, 
0x1e48f,0x1.cp+14627, 
0x1e490,0x1p+14628, 
0x1e491,0x1.4p+14628, 
0x1e492,0x1.8p+14628, 
0x1e493,0x1.cp+14628, 
0x1e494,0x1p+14629, 
0x1e495,0x1.4p+14629, 
0x1e496,0x1.8p+14629, 
0x1e497,0x1.cp+14629, 
0x1e498,0x1p+14630, 
0x1e499,0x1.4p+14630, 
0x1e49a,0x1.8p+14630, 
0x1e49b,0x1.cp+14630, 
0x1e49c,0x1p+14631, 
0x1e49d,0x1.4p+14631, 
0x1e49e,0x1.8p+14631, 
0x1e49f,0x1.cp+14631, 
0x1e4a0,0x1p+14632, 
0x1e4a1,0x1.4p+14632, 
0x1e4a2,0x1.8p+14632, 
0x1e4a3,0x1.cp+14632, 
0x1e4a4,0x1p+14633, 
0x1e4a5,0x1.4p+14633, 
0x1e4a6,0x1.8p+14633, 
0x1e4a7,0x1.cp+14633, 
0x1e4a8,0x1p+14634, 
0x1e4a9,0x1.4p+14634, 
0x1e4aa,0x1.8p+14634, 
0x1e4ab,0x1.cp+14634, 
0x1e4ac,0x1p+14635, 
0x1e4ad,0x1.4p+14635, 
0x1e4ae,0x1.8p+14635, 
0x1e4af,0x1.cp+14635, 
0x1e4b0,0x1p+14636, 
0x1e4b1,0x1.4p+14636, 
0x1e4b2,0x1.8p+14636, 
0x1e4b3,0x1.cp+14636, 
0x1e4b4,0x1p+14637, 
0x1e4b5,0x1.4p+14637, 
0x1e4b6,0x1.8p+14637, 
0x1e4b7,0x1.cp+14637, 
0x1e4b8,0x1p+14638, 
0x1e4b9,0x1.4p+14638, 
0x1e4ba,0x1.8p+14638, 
0x1e4bb,0x1.cp+14638, 
0x1e4bc,0x1p+14639, 
0x1e4bd,0x1.4p+14639, 
0x1e4be,0x1.8p+14639, 
0x1e4bf,0x1.cp+14639, 
0x1e4c0,0x1p+14640, 
0x1e4c1,0x1.4p+14640, 
0x1e4c2,0x1.8p+14640, 
0x1e4c3,0x1.cp+14640, 
0x1e4c4,0x1p+14641, 
0x1e4c5,0x1.4p+14641, 
0x1e4c6,0x1.8p+14641, 
0x1e4c7,0x1.cp+14641, 
0x1e4c8,0x1p+14642, 
0x1e4c9,0x1.4p+14642, 
0x1e4ca,0x1.8p+14642, 
0x1e4cb,0x1.cp+14642, 
0x1e4cc,0x1p+14643, 
0x1e4cd,0x1.4p+14643, 
0x1e4ce,0x1.8p+14643, 
0x1e4cf,0x1.cp+14643, 
0x1e4d0,0x1p+14644, 
0x1e4d1,0x1.4p+14644, 
0x1e4d2,0x1.8p+14644, 
0x1e4d3,0x1.cp+14644, 
0x1e4d4,0x1p+14645, 
0x1e4d5,0x1.4p+14645, 
0x1e4d6,0x1.8p+14645, 
0x1e4d7,0x1.cp+14645, 
0x1e4d8,0x1p+14646, 
0x1e4d9,0x1.4p+14646, 
0x1e4da,0x1.8p+14646, 
0x1e4db,0x1.cp+14646, 
0x1e4dc,0x1p+14647, 
0x1e4dd,0x1.4p+14647, 
0x1e4de,0x1.8p+14647, 
0x1e4df,0x1.cp+14647, 
0x1e4e0,0x1p+14648, 
0x1e4e1,0x1.4p+14648, 
0x1e4e2,0x1.8p+14648, 
0x1e4e3,0x1.cp+14648, 
0x1e4e4,0x1p+14649, 
0x1e4e5,0x1.4p+14649, 
0x1e4e6,0x1.8p+14649, 
0x1e4e7,0x1.cp+14649, 
0x1e4e8,0x1p+14650, 
0x1e4e9,0x1.4p+14650, 
0x1e4ea,0x1.8p+14650, 
0x1e4eb,0x1.cp+14650, 
0x1e4ec,0x1p+14651, 
0x1e4ed,0x1.4p+14651, 
0x1e4ee,0x1.8p+14651, 
0x1e4ef,0x1.cp+14651, 
0x1e4f0,0x1p+14652, 
0x1e4f1,0x1.4p+14652, 
0x1e4f2,0x1.8p+14652, 
0x1e4f3,0x1.cp+14652, 
0x1e4f4,0x1p+14653, 
0x1e4f5,0x1.4p+14653, 
0x1e4f6,0x1.8p+14653, 
0x1e4f7,0x1.cp+14653, 
0x1e4f8,0x1p+14654, 
0x1e4f9,0x1.4p+14654, 
0x1e4fa,0x1.8p+14654, 
0x1e4fb,0x1.cp+14654, 
0x1e4fc,0x1p+14655, 
0x1e4fd,0x1.4p+14655, 
0x1e4fe,0x1.8p+14655, 
0x1e4ff,0x1.cp+14655, 
0x1e500,0x1p+14656, 
0x1e501,0x1.4p+14656, 
0x1e502,0x1.8p+14656, 
0x1e503,0x1.cp+14656, 
0x1e504,0x1p+14657, 
0x1e505,0x1.4p+14657, 
0x1e506,0x1.8p+14657, 
0x1e507,0x1.cp+14657, 
0x1e508,0x1p+14658, 
0x1e509,0x1.4p+14658, 
0x1e50a,0x1.8p+14658, 
0x1e50b,0x1.cp+14658, 
0x1e50c,0x1p+14659, 
0x1e50d,0x1.4p+14659, 
0x1e50e,0x1.8p+14659, 
0x1e50f,0x1.cp+14659, 
0x1e510,0x1p+14660, 
0x1e511,0x1.4p+14660, 
0x1e512,0x1.8p+14660, 
0x1e513,0x1.cp+14660, 
0x1e514,0x1p+14661, 
0x1e515,0x1.4p+14661, 
0x1e516,0x1.8p+14661, 
0x1e517,0x1.cp+14661, 
0x1e518,0x1p+14662, 
0x1e519,0x1.4p+14662, 
0x1e51a,0x1.8p+14662, 
0x1e51b,0x1.cp+14662, 
0x1e51c,0x1p+14663, 
0x1e51d,0x1.4p+14663, 
0x1e51e,0x1.8p+14663, 
0x1e51f,0x1.cp+14663, 
0x1e520,0x1p+14664, 
0x1e521,0x1.4p+14664, 
0x1e522,0x1.8p+14664, 
0x1e523,0x1.cp+14664, 
0x1e524,0x1p+14665, 
0x1e525,0x1.4p+14665, 
0x1e526,0x1.8p+14665, 
0x1e527,0x1.cp+14665, 
0x1e528,0x1p+14666, 
0x1e529,0x1.4p+14666, 
0x1e52a,0x1.8p+14666, 
0x1e52b,0x1.cp+14666, 
0x1e52c,0x1p+14667, 
0x1e52d,0x1.4p+14667, 
0x1e52e,0x1.8p+14667, 
0x1e52f,0x1.cp+14667, 
0x1e530,0x1p+14668, 
0x1e531,0x1.4p+14668, 
0x1e532,0x1.8p+14668, 
0x1e533,0x1.cp+14668, 
0x1e534,0x1p+14669, 
0x1e535,0x1.4p+14669, 
0x1e536,0x1.8p+14669, 
0x1e537,0x1.cp+14669, 
0x1e538,0x1p+14670, 
0x1e539,0x1.4p+14670, 
0x1e53a,0x1.8p+14670, 
0x1e53b,0x1.cp+14670, 
0x1e53c,0x1p+14671, 
0x1e53d,0x1.4p+14671, 
0x1e53e,0x1.8p+14671, 
0x1e53f,0x1.cp+14671, 
0x1e540,0x1p+14672, 
0x1e541,0x1.4p+14672, 
0x1e542,0x1.8p+14672, 
0x1e543,0x1.cp+14672, 
0x1e544,0x1p+14673, 
0x1e545,0x1.4p+14673, 
0x1e546,0x1.8p+14673, 
0x1e547,0x1.cp+14673, 
0x1e548,0x1p+14674, 
0x1e549,0x1.4p+14674, 
0x1e54a,0x1.8p+14674, 
0x1e54b,0x1.cp+14674, 
0x1e54c,0x1p+14675, 
0x1e54d,0x1.4p+14675, 
0x1e54e,0x1.8p+14675, 
0x1e54f,0x1.cp+14675, 
0x1e550,0x1p+14676, 
0x1e551,0x1.4p+14676, 
0x1e552,0x1.8p+14676, 
0x1e553,0x1.cp+14676, 
0x1e554,0x1p+14677, 
0x1e555,0x1.4p+14677, 
0x1e556,0x1.8p+14677, 
0x1e557,0x1.cp+14677, 
0x1e558,0x1p+14678, 
0x1e559,0x1.4p+14678, 
0x1e55a,0x1.8p+14678, 
0x1e55b,0x1.cp+14678, 
0x1e55c,0x1p+14679, 
0x1e55d,0x1.4p+14679, 
0x1e55e,0x1.8p+14679, 
0x1e55f,0x1.cp+14679, 
0x1e560,0x1p+14680, 
0x1e561,0x1.4p+14680, 
0x1e562,0x1.8p+14680, 
0x1e563,0x1.cp+14680, 
0x1e564,0x1p+14681, 
0x1e565,0x1.4p+14681, 
0x1e566,0x1.8p+14681, 
0x1e567,0x1.cp+14681, 
0x1e568,0x1p+14682, 
0x1e569,0x1.4p+14682, 
0x1e56a,0x1.8p+14682, 
0x1e56b,0x1.cp+14682, 
0x1e56c,0x1p+14683, 
0x1e56d,0x1.4p+14683, 
0x1e56e,0x1.8p+14683, 
0x1e56f,0x1.cp+14683, 
0x1e570,0x1p+14684, 
0x1e571,0x1.4p+14684, 
0x1e572,0x1.8p+14684, 
0x1e573,0x1.cp+14684, 
0x1e574,0x1p+14685, 
0x1e575,0x1.4p+14685, 
0x1e576,0x1.8p+14685, 
0x1e577,0x1.cp+14685, 
0x1e578,0x1p+14686, 
0x1e579,0x1.4p+14686, 
0x1e57a,0x1.8p+14686, 
0x1e57b,0x1.cp+14686, 
0x1e57c,0x1p+14687, 
0x1e57d,0x1.4p+14687, 
0x1e57e,0x1.8p+14687, 
0x1e57f,0x1.cp+14687, 
0x1e580,0x1p+14688, 
0x1e581,0x1.4p+14688, 
0x1e582,0x1.8p+14688, 
0x1e583,0x1.cp+14688, 
0x1e584,0x1p+14689, 
0x1e585,0x1.4p+14689, 
0x1e586,0x1.8p+14689, 
0x1e587,0x1.cp+14689, 
0x1e588,0x1p+14690, 
0x1e589,0x1.4p+14690, 
0x1e58a,0x1.8p+14690, 
0x1e58b,0x1.cp+14690, 
0x1e58c,0x1p+14691, 
0x1e58d,0x1.4p+14691, 
0x1e58e,0x1.8p+14691, 
0x1e58f,0x1.cp+14691, 
0x1e590,0x1p+14692, 
0x1e591,0x1.4p+14692, 
0x1e592,0x1.8p+14692, 
0x1e593,0x1.cp+14692, 
0x1e594,0x1p+14693, 
0x1e595,0x1.4p+14693, 
0x1e596,0x1.8p+14693, 
0x1e597,0x1.cp+14693, 
0x1e598,0x1p+14694, 
0x1e599,0x1.4p+14694, 
0x1e59a,0x1.8p+14694, 
0x1e59b,0x1.cp+14694, 
0x1e59c,0x1p+14695, 
0x1e59d,0x1.4p+14695, 
0x1e59e,0x1.8p+14695, 
0x1e59f,0x1.cp+14695, 
0x1e5a0,0x1p+14696, 
0x1e5a1,0x1.4p+14696, 
0x1e5a2,0x1.8p+14696, 
0x1e5a3,0x1.cp+14696, 
0x1e5a4,0x1p+14697, 
0x1e5a5,0x1.4p+14697, 
0x1e5a6,0x1.8p+14697, 
0x1e5a7,0x1.cp+14697, 
0x1e5a8,0x1p+14698, 
0x1e5a9,0x1.4p+14698, 
0x1e5aa,0x1.8p+14698, 
0x1e5ab,0x1.cp+14698, 
0x1e5ac,0x1p+14699, 
0x1e5ad,0x1.4p+14699, 
0x1e5ae,0x1.8p+14699, 
0x1e5af,0x1.cp+14699, 
0x1e5b0,0x1p+14700, 
0x1e5b1,0x1.4p+14700, 
0x1e5b2,0x1.8p+14700, 
0x1e5b3,0x1.cp+14700, 
0x1e5b4,0x1p+14701, 
0x1e5b5,0x1.4p+14701, 
0x1e5b6,0x1.8p+14701, 
0x1e5b7,0x1.cp+14701, 
0x1e5b8,0x1p+14702, 
0x1e5b9,0x1.4p+14702, 
0x1e5ba,0x1.8p+14702, 
0x1e5bb,0x1.cp+14702, 
0x1e5bc,0x1p+14703, 
0x1e5bd,0x1.4p+14703, 
0x1e5be,0x1.8p+14703, 
0x1e5bf,0x1.cp+14703, 
0x1e5c0,0x1p+14704, 
0x1e5c1,0x1.4p+14704, 
0x1e5c2,0x1.8p+14704, 
0x1e5c3,0x1.cp+14704, 
0x1e5c4,0x1p+14705, 
0x1e5c5,0x1.4p+14705, 
0x1e5c6,0x1.8p+14705, 
0x1e5c7,0x1.cp+14705, 
0x1e5c8,0x1p+14706, 
0x1e5c9,0x1.4p+14706, 
0x1e5ca,0x1.8p+14706, 
0x1e5cb,0x1.cp+14706, 
0x1e5cc,0x1p+14707, 
0x1e5cd,0x1.4p+14707, 
0x1e5ce,0x1.8p+14707, 
0x1e5cf,0x1.cp+14707, 
0x1e5d0,0x1p+14708, 
0x1e5d1,0x1.4p+14708, 
0x1e5d2,0x1.8p+14708, 
0x1e5d3,0x1.cp+14708, 
0x1e5d4,0x1p+14709, 
0x1e5d5,0x1.4p+14709, 
0x1e5d6,0x1.8p+14709, 
0x1e5d7,0x1.cp+14709, 
0x1e5d8,0x1p+14710, 
0x1e5d9,0x1.4p+14710, 
0x1e5da,0x1.8p+14710, 
0x1e5db,0x1.cp+14710, 
0x1e5dc,0x1p+14711, 
0x1e5dd,0x1.4p+14711, 
0x1e5de,0x1.8p+14711, 
0x1e5df,0x1.cp+14711, 
0x1e5e0,0x1p+14712, 
0x1e5e1,0x1.4p+14712, 
0x1e5e2,0x1.8p+14712, 
0x1e5e3,0x1.cp+14712, 
0x1e5e4,0x1p+14713, 
0x1e5e5,0x1.4p+14713, 
0x1e5e6,0x1.8p+14713, 
0x1e5e7,0x1.cp+14713, 
0x1e5e8,0x1p+14714, 
0x1e5e9,0x1.4p+14714, 
0x1e5ea,0x1.8p+14714, 
0x1e5eb,0x1.cp+14714, 
0x1e5ec,0x1p+14715, 
0x1e5ed,0x1.4p+14715, 
0x1e5ee,0x1.8p+14715, 
0x1e5ef,0x1.cp+14715, 
0x1e5f0,0x1p+14716, 
0x1e5f1,0x1.4p+14716, 
0x1e5f2,0x1.8p+14716, 
0x1e5f3,0x1.cp+14716, 
